eventid,id,ccode,countryname,startdate,enddate,duration,stday,stmo,styr,eday,emo,eyr,etype,escalation,actor1,actor2,actor3,target1,target2,cgovtarget,rgovtarget,npart,ndeath,repress,elocal,ilocal,sublocal,locnum,gislocnum,issue1,issue2,issue3,issuenote,nsource,notes,female_event,lgbtq_issue,coder,acd_questionable,latitude,longitude,geo_comments,location_precision 
700360,360,70,Mexico,5-Jan-01,9-Jan-01,5,5,1,2001,9,1,2001,1,0,Christian Peacemaker Teams,,,Government,,1,0,1,0,0,Chiapas state,Chiapas state,1,6,6,10,,,A group of Canadian and American peace activists stage a hunger strike in favor of the Zapatistas.,AP,,0,0,CL,0,16.322439,-91.791061,,
700361,361,70,Mexico,5-Jan-01,5-Jan-01,1,5,1,2001,5,1,2001,2,0,Indians,,,Local government,,0,1,3,0,0,Zinacantan,Zinacantan,1,3,3,5,10,,About 500 Indians take over a town hall to demand that the mayor step down. The conflict stems from a dispute between PRI and PRD supporters.,AP,,0,0,CL,0,16.75948,-92.721626,,
700362,362,70,Mexico,7-Jan-01,7-Jan-01,1,7,1,2001,7,1,2001,2,0,Protesters,,,State government,,0,1,4,0,0,Villahermosa,Villahermosa,1,2,2,1,,,"Thousands protest to demand the peaceful, legal resolution of an election dispute in Tabasco state.",AP,,0,0,CL,0,17.98756,-92.929153,,
700363,363,70,Mexico,16-Jan-01,16-Jan-01,1,16,1,2001,16,1,2001,4,0,PRI supporters,,,Election authorities,,1,0,3,0,0,Merida,Merida,1,2,2,1,,,Hundreds of PRI supporters hurl bottles and sticks to prevent court appointed election authorities from reaching their offices.,AP,,0,0,CL,0,20.96604,-89.627434,,
700364,364,70,Mexico,16-Jan-01,16-Jan-01,1,16,1,2001,16,1,2001,9,0,Angel Salazar Herredia,,,Maria Clemente Cortes,,0,0,1,2,0,Mexico City,Mexico City,1,1,1,13,,,"A man sends a bomb through the mail to his sister in-law, who was handling a divorce case.",AP,,0,0,CL,0,19.43261,-99.133209,,
700365,365,70,Mexico,20-Jan-01,20-Jan-01,1,20,1,2001,20,1,2001,9,0,Drug traffickers,,,Civilians,,0,0,-99,7,0,Juchití€ÅÍí€ŒÅn de Zaragoza,Juchití€ÅÍí€ŒÅn de Zaragoza,1,3,3,13,,,Drug traffickers attack and rob seven members of a family.,AP,,0,0,CL,0,16.440689,-95.022118,,
700366,366,70,Mexico,22-Jan-01,22-Jan-01,1,22,1,2001,22,1,2001,6,0,Subway workers union,,,Government,,0,0,-99,0,0,Mexico City,Mexico City,1,1,1,13,,,Subway workers strike to force the government to give the union control over the naming of the subway's income chief.,AP,,0,0,CL,0,19.43261,-99.133209,,
700367,367,70,Mexico,6-Feb-01,6-Feb-01,1,6,2,2001,6,2,2001,2,0,Students,,,UNAM university,Police,1,0,4,0,0,Mexico City,Mexico City,1,1,1,7,10,,"1000 student supporters of the UNAM student strike protest on the one year anniversary of the police raid that ended that event. Protesters, including some members of the strike, detain 33 staff and faculty.",AP,,0,0,CL,0,19.43261,-99.133209,,
700368,368,70,Mexico,7-Feb-01,7-Feb-01,1,7,2,2001,7,2,2001,4,0,Youths,,,Police,,1,0,-99,0,1,Mexico City,Mexico City,1,1,1,13,,,Youths riot in response to a police raid on illegal markets in the Tepito neighborhood.,AP,,0,0,CL,0,19.43261,-99.133209,,
700369,369,70,Mexico,14-Feb-01,14-Feb-01,1,14,2,2001,14,2,2001,9,0,Hooded gunmen,,,Civilians,,0,0,-99,12,0,Limoncito de Ayala,Limoncito de Ayala,1,3,3,14,,,"Hooded gunmen attack a meeting at the home of a town councilor, demanding to know the location of a rancher. When the attendees say they do not know, the gunmen massacre them. The crime is believed to be connected to drug trafficking.",AP,,0,0,CL,0,23.633301,-106.3333,No Limoncito de Ayala found. Limoncito in Sinaloa used here.,No
700370,370,70,Mexico,15-Feb-01,15-Feb-01,1,15,2,2001,15,2,2001,8,0,People's Revolutionary Armed Forces,,,Government,,1,0,-99,0,0,Tlalnepantla,Tlalnepantla,1,2,2,10,,,"Members of an EZLN splinter group dash into a town on the edge of Mexico City, fire guns into the air and spray graffiti on buildings.",AP,,0,0,CL,0,19.534531,-99.190727,,
700371,371,70,Mexico,25-Feb-01,11-Mar-01,15,25,2,2001,11,3,2001,1,0,EZLN,,,Government,,1,0,4,0,0,San Cristobal de las Casas; Oaxaca City; Cuautla; Mexico City,San Cristobal de las Casas,1,4,4,5,,,The EZLN stages a protest and marches from San Cristobal to Mexico City to lobby for an Indian rights bill.  The march is led by Subcommandante Marcos himself.,AP,,0,0,CL,0,16.73704,-92.637619,,
700371,371,70,Mexico,25-Feb-01,11-Mar-01,15,25,2,2001,11,3,2001,1,0,EZLN,,,Government,,1,0,4,0,0,San Cristobal; Oaxaca City; Cuautla; Mexico City,Oaxaca City,2,4,4,5,,,The EZLN stages a protest and marches from San Cristobal to Mexico City to lobby for an Indian rights bill.  The march is led by Subcommandante Marcos himself.,AP,,0,0,CL,0,17.05942,-96.721619,,
700371,371,70,Mexico,25-Feb-01,11-Mar-01,15,25,2,2001,11,3,2001,1,0,EZLN,,,Government,,1,0,4,0,0,San Cristobal; Oaxaca City; Cuautla; Mexico City,Cuautla,3,4,4,5,,,The EZLN stages a protest and marches from San Cristobal to Mexico City to lobby for an Indian rights bill.  The march is led by Subcommandante Marcos himself.,AP,,0,0,CL,0,18.812599,-98.954826,,
700371,371,70,Mexico,25-Feb-01,11-Mar-01,15,25,2,2001,11,3,2001,1,0,EZLN,,,Government,,1,0,4,0,0,San Cristobal; Oaxaca City; Cuautla; Mexico City,Mexico City,4,4,1,5,,,The EZLN stages a protest and marches from San Cristobal to Mexico City to lobby for an Indian rights bill.  The march is led by Subcommandante Marcos himself.,AP,,0,0,CL,0,19.43261,-99.133209,,
700372,372,70,Mexico,26-Feb-01,26-Feb-01,1,26,2,2001,26,2,2001,2,4,Protesters,,,World Economic Forum,Government,1,0,3,0,1,Cancun,Cancun,1,2,2,2,8,,Protesters gather outside a meeting of the World Economic Forum to demand that political and business leaders do more for the world's poor. The protests escalate to riots; demonstrators throw rocks and police charge through barricades. ,Both,,0,0,CL,0,21.161909,-86.851517,,
700373,373,70,Mexico,23-Mar-01,23-Mar-01,1,23,3,2001,23,3,2001,2,0,Ranchers,Small land owners,,Government,,1,0,4,0,0,San Cristobal de las Casas,San Cristobal de las Casas,1,2,2,12,,,1500 ranchers and small land owners march to protest land seizures by the Zapatistas.,AFP,,0,0,CL,0,16.73704,-92.637619,,
700374,374,70,Mexico,18-Apr-01,18-Apr-01,1,18,4,2001,18,4,2001,2,0,Lacandon Indians,Farmers,Ranchers,Government,,1,0,4,0,0,San Cristobal de las Casas,San Cristobal de las Casas,1,2,2,5,12,,"Farmers and ranchers, backed by Lacandon Indians, protest to demand that Congress modify an Indian rights bill advocated as a peace measure with the Zapatistas. Protesters demand the return of land seized by rebels.",Both,,0,0,CL,0,16.73704,-92.637619,,
700375,375,70,Mexico,29-Apr-01,29-Apr-01,1,29,4,2001,29,4,2001,9,0,House of the People,,,San Bartolome de los Llanos Alliance,,0,0,-99,8,0,Venustiano Carranza,Venustiano Carranza,1,3,3,12,,,Rival peasants groups clash in a land dispute.  Members of a group affiliated with the PRI are ambushed by a leftist group called The House of the People.,AP,,0,0,CL,0,19.430611,-99.094994,,
700376,376,70,Mexico,14-May-01,31-May-01,18,14,5,2001,31,5,2001,6,2,Teachers,,,Government,,1,0,4,0,0,Nationwide,Nationwide,1,7,8,2,,,Teachers strike and protest nationwide for higher salaries.,AP,End date is estimated.,0,0,CL,0,23,-102,,
700377,377,70,Mexico,1-Jun-01,2-Jun-01,2,1,6,2001,2,6,2001,6,0,Flight attendants,,,Aeromexico,,0,0,-99,0,0,Mexico City,Mexico City,1,1,1,2,,,Flight attendants at Mexico City's international airport strike for higher wages.,AP,,0,0,CL,0,19.43261,-99.133209,,
700378,378,70,Mexico,22-Jun-01,22-Jun-01,1,22,6,2001,22,6,2001,2,0,Chiapas mayors,Chiapas residents,,Government,,1,0,4,0,0,San Cristobal de las Casas,San Cristobal de las Casas,1,2,2,5,,,"Mayors representing all three of the major political parties gather with thousands of residents to protest an Indian Rights bill, which they say is inadequate.",AP,,0,0,CL,0,16.73704,-92.637619,,
700379,379,70,Mexico,23-Jun-01,26-Jun-01,4,23,6,2001,26,6,2001,1,0,Union fishermen,,,Petroleos Mexicanos,Government,1,0,-99,0,0,Mazatlan,Mazatlan,1,2,2,12,,,Fishermen from five unions seize a distribution center in response to a decision by the national oil company to stop selling diesel fuel at industrial prices.,AP,,0,0,CL,0,23.236111,-106.4153,,
700380,380,70,Mexico,4-Jul-01,4-Jul-01,1,4,7,2001,4,7,2001,2,0,Protesters,,,United States,,0,0,3,0,0,Mexico City,Mexico City,1,2,1,8,,,"Over 100 people protest outside the US Embassy, carrying coffins representing thousands of Mexicans who have died trying to cross in the US.",AP,,0,0,CL,0,19.43261,-99.133209,,
700381,381,70,Mexico,13-Jul-01,13-Jul-01,1,13,7,2001,13,7,2001,2,0,Indians,,,Government,,1,0,-99,0,0,Morelia,Morelia,1,2,2,5,,,Indians groups protest against an Indian rights amendment to the constitution as it passes the state legislature.  Indians claim it will not bring the peace it is intended to bring.,AP,,0,0,CL,0,19.70595,-101.195,,
700382,382,70,Mexico,19-Jul-01,19-Jul-01,1,19,7,2001,19,7,2001,8,0,Unknown gunmen,,,Central bank governor,,1,0,-99,0,0,Mexico City,Mexico City,1,1,1,14,,,Unknown gunmen fire shots outside the home of the central bank governor.,AP,,0,0,CL,0,19.43261,-99.133209,,
700383,383,70,Mexico,21-Jul-01,21-Jul-01,1,21,7,2001,21,7,2001,1,0,F-26,,,Italy,United States,0,0,2,0,0,Mexico City,Mexico City,1,1,1,8,10,,A group called F-26 protests outside the Italian embassy to demonstrate against the death of an Italian protester at the hands of police during a G-8 meeting in Genoa.  ,AP,,0,0,CL,0,19.43261,-99.133209,,
700384,384,70,Mexico,25-Jul-01,25-Jul-01,1,25,7,2001,25,7,2001,2,0,Protesters,,,United States,,0,0,2,0,0,Mexico City,Mexico City,1,1,1,8,,,About two dozen people protest outside the US embassy to demonstrate against US Navy bombing of Vieques Island.,AP,,0,0,CL,0,19.43261,-99.133209,,
700385,385,70,Mexico,25-Jul-01,25-Jul-01,1,25,7,2001,25,7,2001,4,0,Vigilante mob,,,Accused thief,,0,0,-99,1,0,Mexico City,Mexico City,1,1,1,6,,,A mob kills a man accused of stealing a statue of Mary Magdalene.,AP,,0,0,CL,0,19.43261,-99.133209,,
700386,386,70,Mexico,27-Jul-01,27-Jul-01,1,27,7,2001,27,7,2001,4,2,Zapatista supporters,,,Government,,1,0,-99,0,1,Marquez de Comillas,Marquez de Comillas,1,3,3,2,10,,"Zapatista supporters seize six Secretary of Social Development officials and demand expanded federal benefits. 300 police officers then storm the town and liberate the hostages. Two days later, peasants protest against excessive use of force.",AP,,0,0,CL,0,16.264219,-90.621033,,
700387,387,70,Mexico,30-Jul-01,30-Jul-01,1,30,7,2001,30,7,2001,2,0,Zapatista sympathizers,,,Government,,1,0,-99,0,0,Chiapas state,Chiapas state,1,6,6,5,,,Zapatista sympathizers block a highway in Chiapas to protest the passage of a watered-down Indian rights bill.,AP,,0,0,CL,0,16.322439,-91.791061,,
700388,388,70,Mexico,2-Aug-01,2-Aug-01,1,2,8,2001,2,8,2001,4,0,Prison inmates,,,Prison,,1,0,-99,2,0,Tamazula de Gordiano,Tamazula de Gordiano,1,2,2,13,,,A prison uprising occur.  Convicted murderers seize guards and then kill two of them before committing suicide.,AP,,0,0,CL,0,19.675131,-103.254,,
700389,389,70,Mexico,3-Aug-01,3-Aug-01,1,3,8,2001,3,8,2001,4,0,Vigilante mob,,,Accused robber,,0,0,-99,1,0,Guadalajara,Guadalajara,1,2,2,13,,,An accused robber is killed by a vigilante mob of shopkeepers.,AP,,0,0,CL,0,20.6597,-103.3496,,
700390,390,70,Mexico,8-Aug-01,8-Aug-01,1,8,8,2001,8,8,2001,9,0,Revolutionary Armed Forces of the People,,,Citigroup,,0,0,-99,0,1,Mexico City,Mexico City,1,1,1,2,13,,"A small leftist group plants explosives at five branch banks recently purchased by Citigroup. Several of the devices explode, but no one is killed. The leftist group is angered because the banks were bailed out by taxpayers.",AP,,0,0,CL,0,19.43261,-99.133209,,
700391,391,70,Mexico,9-Aug-01,9-Aug-01,1,9,8,2001,9,8,2001,2,0,Communal farmers,Leftist organizations,Landless peasants,Government,,1,0,5,0,0,Mexico City,Mexico City,1,1,1,2,,,"Thousands of farmers protest government farming policies, which has depressed coffee, sugar, and grain prices.",AFP,,0,0,CL,0,19.43261,-99.133209,,
700392,392,70,Mexico,14-Aug-01,14-Aug-01,1,14,8,2001,14,8,2001,4,0,Protestants,,,Hidalgo state officials,,0,1,3,0,0,Pachuca,Pachuca,1,2,2,6,,,200 Protestants take 3 state officials hostage to demand that they negotiate an end to an ongoing religious dispute with Catholics in a neighboring town.,AP,,0,0,CL,0,20.11968,-98.755127,,
700393,393,70,Mexico,18-Aug-01,5-Sep-01,19,18,8,2001,5,9,2001,6,0,Independent Union of Volkswagen Workers,,,Volkswagen AG,,0,0,5,0,0,Nationwide,Nationwide,1,7,8,2,,,Volkswagen workers strike to demand higher wages.,Both,,0,0,CL,0,23,-102,,
700394,394,70,Mexico,28-Aug-01,2-Sep-01,6,28,8,2001,2,9,2001,9,0,Unknown perpetrators,,,Drug traffickers,,0,0,-99,7,0,Ciudad Juarez,Ciudad Juarez,1,2,2,13,,,"7 drug traffickers in the employ of Vidal Gomez, a major drug lord, are found executed over the course of a week.  Four others are found dead in El Paso, USA.",AP,,0,0,CL,0,31.697531,-106.4432,,
700395,395,70,Mexico,31-Aug-01,31-Aug-01,1,31,8,2001,31,8,2001,2,0,Anti globalization protesters,,,Government,,1,0,2,0,0,Mexico City,Mexico City,1,1,1,2,8,,A few dozen protesters gather outside a meeting of WTO trade ministers.,Both,,0,0,CL,0,19.43261,-99.133209,,
700396,396,70,Mexico,1-Sep-01,1-Sep-01,1,1,9,2001,1,9,2001,9,0,Unknown bombers,,,McDonald's,Chevrolet,0,0,-99,0,0,Mexico City,Mexico City,1,1,1,14,,,Small bombs explode in front of a Chevrolet dealership and a McDonald's.,AP,,0,0,CL,0,19.43261,-99.133209,,
700397,397,70,Mexico,2-Oct-01,2-Oct-01,1,2,10,2001,2,10,2001,4,0,Prison inmates,,,State police officers,,0,1,-99,6,2,Nogales,Nogales,1,2,2,13,,,A prison revolt occurs.  Police storm the prison after inmates seize control.,AP,"Location refers to city in the state of Sonora, near the US border, not the city of the same name near Veracruz.",0,0,CL,0,31.265289,-110.971,,
700398,398,70,Mexico,20-Oct-01,20-Oct-01,1,20,10,2001,20,10,2001,9,0,Unknown gunmen,,,Human rights activist,,0,0,-99,1,0,Mexico City,Mexico City,1,1,1,10,,,"A prominent human rights lawyer is found dead, and a note left on her body warns that the same could happen to others.",AP,,0,0,CL,0,19.43261,-99.133209,,
700399,399,70,Mexico,22-Oct-01,22-Oct-01,1,22,10,2001,22,10,2001,1,0,Human rights organizations,,,Government,,1,0,-99,0,0,Mexico City,Mexico City,1,1,1,10,,,"Human rights organizations demonstrate outside government offices, protesting the possibility that federal prosecutors could take over the investigation into the killing of a human rights lawyer.",AP,,0,0,CL,0,19.43261,-99.133209,,
700400,400,70,Mexico,11-Nov-01,11-Nov-01,1,11,11,2001,11,11,2001,8,0,Unknown gunmen,,,Federal judges,,1,0,-99,2,0,Mazatlan,Mazatlan,1,2,2,13,,,Two federal judges are gunned down.,AP,,0,0,CL,0,23.236111,-106.4153,,
700401,401,70,Mexico,14-Nov-01,14-Nov-01,1,14,11,2001,14,11,2001,9,0,Unknown attackers,,,Drug lawyer,,0,0,-99,0,0,Monterrey,Monterrey,1,2,2,13,,,A lawyer who defended a drug dealer turned informant is attacked.,AP,,0,0,CL,0,25.67321,-100.3092,,
700402,402,70,Mexico,25-Nov-01,25-Nov-01,1,25,11,2001,25,11,2001,4,0,Youth prison inmates,,,Prison guards,,1,0,-99,0,0,Mexico City,Mexico City,1,1,1,3,,,Inmates at a youth prison riot against living conditions.,AP,,0,0,CL,0,19.43261,-99.133209,,
700403,403,70,Mexico,25-Nov-01,27-Nov-01,3,25,11,2001,27,11,2001,4,0,Youth prison inmates,,,Prison guards,,1,0,3,0,0,Berriozabal,Berriozabal,1,3,3,3,,,Juvenile inmates riot twice in two days to demand better food.,AFP,,0,0,CL,0,16.799999,-93.26667,,
700404,404,70,Mexico,28-Nov-01,28-Nov-01,1,28,11,2001,28,11,2001,1,0,Democratic Revolution Party,,,Government,,1,0,4,0,0,Mexico City,Mexico City,1,1,1,12,,,Machete wielding farmers organized by the PRD march through the city streets to protest the expropriation of their land for a new international airport.,AP,,0,0,CL,0,19.43261,-99.133209,,
700405,405,70,Mexico,3-Dec-01,15-Dec-01,13,3,12,2001,15,12,2001,6,0,Teachers,,,Government,,1,0,5,0,0,Chiapas state,Chiapas state,1,6,6,7,,,"40,000 teachers strike to demand that President Vicente Fox increase federal funding for education.",AP,End date is estimated.,0,0,CL,0,16.322439,-91.791061,,
700406,406,70,Mexico,4-Dec-01,7-Dec-01,4,4,12,2001,7,12,2001,1,0,Juarez Trucking Association,,,United States,,0,0,3,0,0,Ciudad Juarez,Ciudad Juarez,1,2,2,2,8,,Hundreds of Mexican truckers block bridges into the United States for three days in protest of US refusals to allow some Mexican drivers into the country.,AP,,0,0,CL,0,31.697531,-106.4432,,
700407,407,70,Mexico,3-Jan-02,3-Jan-02,1,3,1,2002,3,1,2002,2,0,Protesters,,,Government,,1,0,-99,0,0,Texcoco,Texcoco,1,2,2,12,,,Residents erect sandbag barricades and dig trenches to prevent land expropriation and construction of an airport in the area.,AP,,0,0,CL,0,19.419451,-99.133331,,
700408,408,70,Mexico,18-Jan-02,18-Jan-02,1,18,1,2002,18,1,2002,9,0,Unknown gunmen,,,Magazine editor,,0,0,-99,1,0,Ciudad Miguel Alemí€ÅÍí€ŒÅn,Ciudad Miguel Alemí€ÅÍí€ŒÅn,1,3,3,13,,,A magazine editor is gunned down after publishing an article linking an ex-mayor with drug traffickers.,AP,There are several cities under this name.  This event occurs in Tamaulipas state.,0,0,CL,0,23.736919,-99.141113,,
700409,409,70,Mexico,24-Jan-02,24-Jan-02,1,24,1,2002,24,1,2002,9,0,Residents of Teojomulco,,,Residents of Santiago Xochiltepec,,0,0,-99,0,0,Santiago Xochiltepec,Santiago Xochiltepec,1,3,3,12,,,"Residents of Teojomulco raid Santiago Xochiltepec in an ongoing land dispute, firing hundreds of shots at the village school.",AP,,0,0,CL,0,16.673349,-97.260063,,
700410,410,70,Mexico,28-Jan-02,28-Jan-02,1,28,1,2002,28,1,2002,9,0,Unknown gunmen,,,Civilians,,0,0,-99,6,0,Monterrey,Monterrey,1,2,2,14,,,Six people are executed.,AP,,0,0,CL,0,25.67321,-100.3092,,
700411,411,70,Mexico,10-Feb-02,10-Feb-02,1,10,2,2002,10,2,2002,9,0,Local police working for Ismael Zambada,,,Ramon Arellano Felix,,0,0,-99,2,0,Mazatlan,Mazatlan,1,2,2,13,,,Local police working for Ismael Zambada killed Ramon Arellano Felix and another person.,AP,,0,0,CL,0,23.236111,-106.4153,,
700412,412,70,Mexico,1-Mar-02,1-Mar-02,1,1,3,2002,1,3,2002,9,0,Residents of Santiago Xochiltepec,,,Residents of Las Huertas,,0,0,-99,1,0,Las Huertas,Las Huertas,1,3,3,12,,,Residents of Xochiltepec raid Las Huertas and kill one person as a result of an ongoing land dispute.,AP,,0,0,CL,0,19.295259,-99.236641,,
700413,413,70,Mexico,3-Mar-02,3-Mar-02,1,3,3,2002,3,3,2002,9,0,Armed men,,,Excelsior newspaper,,0,0,2,0,0,Mexico City,Mexico City,1,1,1,13,,,Armed men attacked the Excelsior newspaper.,AP,,0,0,CL,0,19.43261,-99.133209,,
700414,414,70,Mexico,3-Mar-02,17-Apr-02,46,3,3,2002,17,4,2002,6,0,"National Mining, Metallurgical and Similar Workers Union",,,Grupo Mexico,,0,0,-99,0,0,Nationwide,Nationwide,1,7,8,2,,,Miners stage a six week strike against a copper mining concern with facilities across the nation.,AP,Start date is estimated.,0,0,CL,0,23,-102,,
700415,415,70,Mexico,6-Mar-02,6-Mar-02,1,6,3,2002,6,3,2002,4,0,Prisoners,,,Prison guards,,1,0,3,1,2,Tlalnepantla,Tlalnepantla,1,2,2,10,,,A prison riot occurs over the poor treatment of inmates at the hands of the guards.,AP,,0,0,CL,0,19.534531,-99.190727,,
700416,416,70,Mexico,21-Mar-02,26-Mar-02,6,21,3,2002,26,3,2002,2,0,Prisoners,,,Prison guards,,1,0,2,0,0,Tapachula,Tapachula,1,2,2,10,,,Prisoners stage a hunger strike to demand their release.  They go so far as to sew their own mouths shut.,AP,End date is estimated.,0,0,CL,0,14.90556,-92.263412,,
700417,417,70,Mexico,23-Mar-02,23-Mar-02,1,23,3,2002,23,3,2002,4,0,Indian members of PRI,,,Indian members of PRD,,0,0,-99,1,0,Zinacantan,Zinacantan,1,3,3,13,,,"Clashes erupted between Indian members of PRI and PRD, and one was killed.",AP,,0,0,CL,0,16.75948,-92.721626,,
700418,418,70,Mexico,1-Apr-02,1-Apr-02,1,1,4,2002,1,4,2002,2,0,Teachers,Parents,,Rosarito mayor,Baja California Governor,0,1,3,0,0,Rosarito,Rosarito,1,2,2,2,4,,"1000 teachers and parents pull children out of school to protest and deliver petitions to local officials decrying proposals to build a natural gas terminal in the town, which relies primarily upon Spring Break tourism.",AP,Date is estimated.,0,0,CL,0,32.358791,-117.0482,,
700419,419,70,Mexico,7-Apr-02,7-Apr-02,1,7,4,2002,7,4,2002,9,0,Masked gunmen,,,Peasants,,0,0,2,4,0,San Juan,San Juan,1,3,3,12,,,15 masked gunmen kill four members of a peasant family and then steal their mule and other possessions.,AP,San Juan is 40 miles north of Mazatlan.,0,0,CL,0,31.049259,-107.8969,,
700420,420,70,Mexico,20-Apr-02,20-Apr-02,1,20,4,2002,20,4,2002,9,0,Unknown gunmen,,,Civilians,,0,0,-99,4,0,South of Culiacan,South of Culiacan,1,3,3,14,,,Snipers kill four family members traveling by car after leaving a family party.,AP,,0,0,CL,0,24.587,-107.37,"Location is estimated as just south of Culiacan, Mexico",No
700421,421,70,Mexico,1-May-02,1-May-02,1,1,5,2002,1,5,2002,2,0,Farmers,American activists,,Government,,1,0,-99,0,0,San Salvador Atenco,San Salvador Atenco,1,3,3,12,,,Protesters demonstrate against a plan to expropriate land for an airport.  American activists join the protest and are expelled from the country by the government.,AP,,0,0,CL,0,19.556129,-98.919006,,
700422,422,70,Mexico,1-May-02,1-May-02,1,1,5,2002,1,5,2002,10,0,Police subborned by drug cartel,,,Commander of anti-drug squad,,0,1,-99,1,0,Mexico City,Mexico City,1,1,1,13,,,Armed suspects in suits drive up and kill the commander of the capital's anti-drug squad.  Police admit that the suspects are active-duty police.,AP,,0,0,CL,0,19.43261,-99.133209,,
700423,423,70,Mexico,1-May-02,1-May-02,1,1,5,2002,1,5,2002,9,0,Tijuana cartel / Arellano Felix organization,,,Ismael Zambada / Sinaloa cartel,,0,0,-99,5,0,Bastantita,Bastantita,1,3,3,13,,,"Gunmen round up five ranchers, load them onto a pickup truck, drive them to a ravine, and shoot them one by one.  The attack is believed to be aimed at peasants that have carried drugs for the rival Ismael Zambada organization.",AP,,0,0,CL,0,26.5,-105.66,description indicates that the village is in Durango.,no
700424,424,70,Mexico,10-May-02,10-May-02,1,10,5,2002,10,5,2002,9,0,Tijuana cartel / Arellano Felix organization,,,Ismael Zambada / Sinaloa cartel,,0,0,2,12,0,Santiago de la Ajoya,Santiago de la Ajoya,1,3,3,13,,,The Arellano Felix cartel sends 23 men in ski masks into the town of La Ajoya and guns down 12 people at a Mother's Day party.  The attack is believed to be aimed at peasants that have carried drugs for the rival Ismael Zambada organization.,AP,,0,0,CL,0,19.487829,-99.121109,,
700425,425,70,Mexico,13-May-02,13-May-02,1,13,5,2002,13,5,2002,8,0,EPR,,,Government,,1,0,2,2,0,Buena Vista de Cuellar,Buena Vista de Cuellar,1,3,3,13,,,10 members of the EPR attack a contingent of government agents guarding a water treatment facility.  The attackers leave behind a note arguing that their attack was to challenge the authority of the police and state agents.,AP,,0,0,CL,0,18.46307,-99.414497,,
700426,426,70,Mexico,15-May-02,29-May-02,15,15,5,2002,29,5,2002,2,4,Students from teachers colleges,,,Morelos state legislature,,0,1,2,0,0,Cuernavaca; Amalcingo,Cuernavaca,1,4,4,7,,,Hundreds of teaching students from 15 colleges demonstrate in Amalcingo.  A small group of students storm the Morelos state legislature and hold deputies hostage for 15 hours.,AP,Start date is estimated.  Amalcingo is near Cuernavaca.,0,0,CL,0,18.921841,-99.226624,,
700426,426,70,Mexico,15-May-02,29-May-02,15,15,5,2002,29,5,2002,2,4,Students from teachers colleges,,,Morelos state legislature,,0,1,2,0,0,Cuernavaca; Amalcingo,Amalcingo,2,4,4,7,,,Hundreds of teaching students from 15 colleges demonstrate in Amalcingo.  A small group of students storm the Morelos state legislature and hold deputies hostage for 15 hours.,AP,,0,0,CL,0,18.793301,-99.026703,Name should be Amalcingo Fovissste,No
700427,427,70,Mexico,28-May-02,29-May-02,2,28,5,2002,29,5,2002,6,0,Municipal workers,,,Mexico City municipal government,,0,1,6,0,0,Mexico City,Mexico City,1,1,1,2,,,"About 100,000 municipal workers, half of Mexico City's municipal work force, walk off their jobs to protest the firing of three workers and the loss of benefits, including allowances to buy work clothes.",AP,,0,0,CL,0,19.43261,-99.133209,,
700428,428,70,Mexico,31-May-02,31-May-02,1,31,5,2002,31,5,2002,9,0,Residents of Santiago Xochiltepec,,,Residents of Santo Domingo Teojomulco,,0,0,-99,26,0,Agua Fria,Agua Fria,1,3,3,12,,,"Residents of rival communities clash.  Gunmen ambush a truckload of people on a mountain road, apparently as a result of a land dispute.",Both,Agua Fria is about 30 miles southwest of Oazaca City.,0,0,CL,0,25.816669,-100.1667,,
700429,429,70,Mexico,1-Jun-02,3-Jun-02,3,1,6,2002,3,6,2002,4,0,Farmers,,,Construction workers,,0,0,-99,0,0,San Salvador Atenco,San Salvador Atenco,1,3,3,12,,,"Farmers seize six workers, including a Bulgarian engineer, in protests over land expropriation for an airport.",AP,,0,0,CL,0,19.556129,-98.919006,,
700430,430,70,Mexico,1-Jun-02,1-Jun-02,1,1,6,2002,1,6,2002,9,0,Tijuana cartel / Arellano Felix organization,,,Ismael Zambada / Sinaloa cartel,,0,0,-99,8,0,Durangito de Alaya,Durangito de Alaya,1,3,3,13,,,Gunmen kill 8 people in an attack.  The attack is believed to be aimed at peasants that have carried drugs for the rival Ismael Zambada organization.,AP,Date is estimated.,0,0,CL,0,23.733299,-106.7167,Fallingrain.com location. Estado Sinaloa,No
700431,431,70,Mexico,10-Jun-02,10-Jun-02,1,10,6,2002,10,6,2002,1,0,Pig farmer's union,,,Government,,1,0,3,0,0,Nuevo Laredo,Nuevo Laredo,1,2,2,2,8,,600 pig farmers block an international bridge on the US border to demand that the government offer them the same subsidies that US farmers receive.,AP,,0,0,CL,0,27.47794,-99.549583,,
700432,432,70,Mexico,30-Jun-02,30-Jun-02,1,30,6,2002,30,6,2002,9,0,Gunmen,,,PRI supporters,,0,0,-99,5,0,Huajicori,Huajicori,1,3,3,10,,,Gunmen shoot and kill 5 people returning home from a political rally.,AP,,0,0,CL,0,22.639059,-105.3195,,
700433,433,70,Mexico,11-Jul-02,15-Jul-02,5,11,7,2002,15,7,2002,2,4,Farmers,Anarchists,Anti-globalization activists,Police,,1,0,4,1,2,Santa Catarina; San Salvador Atenco,Santa Catarina,1,5,5,12,,,"Farmers and their sympathizers protest the expropriation of land to build an international airport; clash with police in Santa Catarina.  After the riot is pacified, another group of farmers seize hostages in San Salvador Atenco.",Both,,0,0,CL,0,25.668539,-100.4616,,
